"BIN","AT_CG_AAA(TTT)","AT_CG_AAC(GTT)","AT_CG_AAG(CTT)","AT_CG_AAT(ATT)","AT_CG_CAA(TTG)","AT_CG_CAC(GTG)","AT_CG_CAG(CTG)","AT_CG_CAT(ATG)","AT_CG_GAA(TTC)","AT_CG_GAC(GTC)","AT_CG_GAG(CTC)","AT_CG_GAT(ATC)","AT_CG_TAA(TTA)","AT_CG_TAC(GTA)","AT_CG_TAG(CTA)","AT_CG_TAT(ATA)","AT_GC_AAA(TTT)","AT_GC_AAC(GTT)","AT_GC_AAG(CTT)","AT_GC_AAT(ATT)","AT_GC_CAA(TTG)","AT_GC_CAC(GTG)","AT_GC_CAG(CTG)","AT_GC_CAT(ATG)","AT_GC_GAA(TTC)","AT_GC_GAC(GTC)","AT_GC_GAG(CTC)","AT_GC_GAT(ATC)","AT_GC_TAA(TTA)","AT_GC_TAC(GTA)","AT_GC_TAG(CTA)","AT_GC_TAT(ATA)","AT_TA_AAA(TTT)","AT_TA_AAC(GTT)","AT_TA_AAG(CTT)","AT_TA_AAT(ATT)","AT_TA_CAA(TTG)","AT_TA_CAC(GTG)","AT_TA_CAG(CTG)","AT_TA_CAT(ATG)","AT_TA_GAA(TTC)","AT_TA_GAC(GTC)","AT_TA_GAG(CTC)","AT_TA_GAT(ATC)","AT_TA_TAA(TTA)","AT_TA_TAC(GTA)","AT_TA_TAG(CTA)","AT_TA_TAT(ATA)","GC_AT_ACA(TGT)","GC_AT_ACC(GGT)","GC_AT_ACG(CGT)","GC_AT_ACT(AGT)","GC_AT_CCA(TGG)","GC_AT_CCC(GGG)","GC_AT_CCG(CGG)","GC_AT_CCT(AGG)","GC_AT_GCA(TGC)","GC_AT_GCC(GGC)","GC_AT_GCG(CGC)","GC_AT_GCT(AGC)","GC_AT_TCA(TGA)","GC_AT_TCC(GGA)","GC_AT_TCG(CGA)","GC_AT_TCT(AGA)","GC_CG_ACA(TGT)","GC_CG_ACC(GGT)","GC_CG_ACG(CGT)","GC_CG_ACT(AGT)","GC_CG_CCA(TGG)","GC_CG_CCC(GGG)","GC_CG_CCG(CGG)","GC_CG_CCT(AGG)","GC_CG_GCA(TGC)","GC_CG_GCC(GGC)","GC_CG_GCG(CGC)","GC_CG_GCT(AGC)","GC_CG_TCA(TGA)","GC_CG_TCC(GGA)","GC_CG_TCG(CGA)","GC_CG_TCT(AGA)","GC_TA_ACA(TGT)","GC_TA_ACC(GGT)","GC_TA_ACG(CGT)","GC_TA_ACT(AGT)","GC_TA_CCA(TGG)","GC_TA_CCC(GGG)","GC_TA_CCG(CGG)","GC_TA_CCT(AGG)","GC_TA_GCA(TGC)","GC_TA_GCC(GGC)","GC_TA_GCG(CGC)","GC_TA_GCT(AGC)","GC_TA_TCA(TGA)","GC_TA_TCC(GGA)","GC_TA_TCG(CGA)","GC_TA_TCT(AGA)"
306,4,3,3,1,2,5,3,2,3,1,3,3,3,1,0,1,10,5,9,12,5,10,12,10,1,6,6,6,6,7,2,11,2,1,1,3,0,4,1,4,0,2,1,2,3,1,1,5,18,16,32,13,23,25,34,18,11,20,38,13,17,15,24,8,5,1,2,5,6,4,1,4,2,6,2,1,6,9,4,7,3,4,4,2,11,5,2,3,5,8,5,6,3,6,0,1
307,5,2,1,6,4,8,1,5,2,1,4,1,1,2,0,2,10,17,5,17,8,7,11,12,6,5,5,5,7,8,6,21,5,1,2,4,0,4,0,2,3,3,4,3,2,2,1,3,17,14,44,8,22,18,39,15,7,20,25,17,16,16,25,17,2,1,2,1,2,6,1,2,2,4,0,6,3,6,1,6,3,7,1,6,8,8,2,2,4,12,5,3,2,5,2,7
308,7,1,4,3,4,4,3,3,2,1,3,1,1,1,2,1,7,8,8,9,6,8,9,17,8,9,10,9,6,10,3,23,3,0,0,3,0,1,1,4,1,1,1,1,2,1,1,2,19,14,26,12,14,17,46,18,11,4,20,14,12,13,21,11,3,2,1,6,3,5,3,4,2,3,2,1,6,6,0,5,5,8,2,3,4,2,1,2,6,6,0,2,2,1,0,1
309,6,5,2,3,4,3,4,2,4,0,0,1,3,0,2,2,14,8,5,22,3,9,18,16,4,3,9,6,10,8,3,17,3,0,1,5,1,3,2,4,2,2,4,5,3,0,3,3,14,17,35,17,9,13,42,15,11,10,35,8,16,16,34,7,2,3,1,2,7,3,4,4,1,3,1,6,2,2,2,6,6,7,2,5,6,6,2,4,4,5,6,1,3,4,0,7
310,8,0,4,2,3,5,2,4,2,4,1,2,4,1,0,2,15,6,11,24,6,6,10,22,6,1,8,7,7,8,6,25,2,1,2,4,1,2,4,2,0,1,3,2,6,3,1,4,16,16,35,13,8,18,37,13,11,14,25,15,6,16,18,13,8,1,0,10,1,7,2,3,3,3,3,4,3,3,2,6,3,6,0,4,3,3,1,4,4,2,2,0,11,3,1,6
311,7,1,2,3,3,6,6,4,1,0,1,1,0,1,0,2,8,6,5,13,6,5,7,17,3,3,7,5,5,8,5,12,4,1,0,3,2,2,3,8,1,2,0,6,4,0,0,1,26,20,44,9,21,22,67,17,10,9,48,11,10,10,24,10,5,2,1,4,1,5,6,4,2,9,2,2,1,5,1,3,1,6,5,1,2,4,4,5,2,4,0,5,1,7,2,3
312,1,5,1,1,1,1,2,2,1,0,3,0,1,2,0,0,5,8,9,9,9,6,18,17,0,11,8,6,7,8,3,4,0,2,3,1,0,2,0,6,1,5,2,2,0,2,0,2,22,15,41,13,24,19,67,20,15,15,62,11,11,15,18,10,2,4,5,1,3,9,6,11,1,5,2,4,2,2,2,2,7,8,3,6,6,9,2,3,4,11,2,3,4,5,1,4
313,4,3,2,2,4,1,5,4,5,1,3,2,1,0,0,1,6,6,7,12,4,2,15,13,4,2,5,7,8,3,9,12,5,1,0,2,1,2,5,2,2,1,3,2,1,0,0,0,35,6,41,10,9,23,60,18,14,17,42,13,13,16,21,14,3,2,0,9,6,3,1,5,4,3,2,3,4,1,3,6,3,8,0,6,5,6,2,4,6,4,3,5,1,5,0,8
314,9,2,2,0,1,2,4,3,0,3,5,3,2,2,0,2,8,10,8,11,5,5,15,19,6,6,7,5,6,5,5,25,2,2,0,0,0,2,3,1,1,1,1,4,5,1,0,4,19,13,52,13,15,15,54,19,14,14,40,12,10,20,22,12,3,3,1,3,2,4,6,4,3,5,1,5,1,1,4,7,4,6,0,2,2,6,2,3,5,6,2,1,4,5,1,3
315,10,1,3,0,2,4,6,3,3,1,2,1,0,3,0,1,10,15,4,20,7,8,18,18,5,4,7,8,10,4,7,24,2,2,2,2,2,3,7,1,1,0,1,2,4,0,2,3,24,10,46,12,19,16,50,23,18,12,39,19,17,13,32,15,5,4,2,9,6,5,0,8,0,5,1,1,2,3,1,6,3,3,0,1,0,3,0,1,1,9,7,3,3,3,3,2
316,6,3,5,4,2,8,6,6,2,0,0,2,0,0,1,1,16,7,7,14,6,7,11,16,3,6,9,13,9,4,4,25,4,0,2,4,0,2,1,4,2,4,3,3,2,1,1,2,14,27,35,18,16,11,48,17,9,13,31,9,13,15,20,14,2,5,2,5,1,8,0,5,2,3,0,2,6,3,0,10,5,7,0,2,4,7,1,5,8,6,2,4,3,1,2,2
317,1,0,1,2,3,0,3,3,1,2,5,1,1,2,2,1,5,11,6,15,5,14,13,16,2,6,9,10,2,2,7,11,3,0,0,1,0,3,3,7,2,6,3,7,1,1,2,0,27,18,55,13,19,26,55,28,18,25,37,14,14,20,36,10,5,5,2,6,3,6,1,3,0,5,2,5,4,4,3,9,1,13,2,3,10,11,2,7,10,11,2,3,1,5,1,6
318,7,1,3,4,8,1,4,3,1,1,2,6,0,2,1,1,12,12,8,14,7,8,16,23,4,3,1,8,11,8,5,16,4,1,1,4,1,3,4,5,2,3,2,4,2,4,0,2,17,17,44,17,20,17,49,25,18,6,32,14,20,14,38,12,2,3,0,1,5,9,0,5,4,5,1,3,2,2,4,11,6,11,2,8,9,7,2,5,7,3,3,4,7,2,1,5
319,5,1,4,5,0,3,2,3,1,1,1,2,0,1,0,4,7,11,12,14,10,7,11,18,5,5,5,5,5,4,5,22,2,3,2,2,0,2,5,7,0,3,2,4,2,2,1,1,11,14,35,21,19,24,33,23,23,23,24,15,14,14,23,14,10,8,2,3,4,2,2,10,3,3,0,3,6,7,0,2,8,5,3,5,5,4,4,3,3,6,4,2,3,7,0,8
320,5,3,3,1,5,6,4,2,5,3,2,2,4,1,3,1,8,3,7,10,6,6,16,19,9,7,4,9,8,9,6,13,0,1,1,3,3,4,2,3,4,1,4,3,3,4,1,4,18,13,45,10,14,18,35,28,10,12,42,18,18,10,37,5,10,2,2,1,1,3,4,8,1,6,0,4,3,1,3,8,7,5,2,1,6,5,2,3,4,4,2,3,5,7,1,3
321,12,1,2,0,0,2,2,2,1,2,3,0,1,2,1,1,6,7,7,14,4,4,12,8,6,3,6,3,4,11,11,20,0,1,4,4,2,4,4,2,2,2,0,2,3,1,6,4,17,10,43,18,16,16,64,19,15,19,31,14,13,14,33,11,5,5,2,5,0,5,1,5,3,3,3,8,5,2,3,9,6,7,4,2,3,7,0,2,2,8,7,6,2,3,3,8
322,12,1,5,8,6,4,0,5,1,3,2,1,3,2,2,2,11,10,12,29,12,5,8,24,5,4,4,11,13,15,11,30,4,2,1,3,3,2,3,4,2,2,1,1,9,2,1,1,23,17,31,15,11,7,34,15,7,10,30,15,16,7,21,13,8,2,0,6,3,2,0,5,1,5,0,2,2,5,4,9,4,10,0,2,3,4,0,2,5,8,3,4,5,5,0,7
323,6,3,3,3,5,3,2,3,2,2,3,1,0,1,1,1,10,5,6,19,9,7,21,13,1,6,3,7,5,8,3,17,3,3,2,0,3,1,3,2,0,1,1,2,5,2,0,2,20,17,45,16,16,23,51,20,13,16,45,16,13,11,33,12,5,6,0,6,7,7,5,4,5,4,2,3,5,3,1,8,5,8,0,4,6,4,3,5,4,8,2,2,3,3,1,5
324,4,6,4,1,3,7,2,4,0,1,2,0,1,4,2,2,11,6,6,24,6,3,10,22,5,3,6,7,5,7,3,14,3,1,1,3,3,4,1,2,0,2,1,3,3,1,1,3,20,18,43,14,17,19,51,12,18,20,50,14,10,13,24,13,3,4,0,3,4,9,3,4,5,7,1,5,3,6,3,9,4,10,3,2,5,2,3,4,7,8,1,2,3,2,1,0
325,9,2,3,2,2,2,4,5,1,2,3,2,2,1,1,2,7,7,6,13,7,8,12,12,7,4,4,2,4,10,6,10,4,1,1,3,1,2,4,4,0,1,3,2,2,1,2,3,26,15,35,11,20,24,41,16,14,25,40,11,10,11,32,23,7,5,2,6,2,3,3,4,3,1,0,4,3,6,4,11,6,7,2,3,4,2,1,4,7,3,3,3,5,7,1,3
326,2,1,5,2,4,7,3,5,3,2,5,2,1,1,1,5,12,2,7,22,7,8,13,16,8,6,13,6,7,7,8,24,4,1,2,4,1,1,3,4,0,1,6,3,2,3,1,1,14,12,27,14,12,11,43,18,13,17,26,17,11,16,22,12,8,4,1,7,4,4,1,8,4,6,0,3,1,4,0,6,5,5,1,3,4,9,2,3,3,11,1,7,0,5,2,4
327,11,0,2,0,4,1,3,3,2,0,4,1,2,3,0,1,16,11,8,30,8,12,21,24,4,3,10,8,7,15,10,26,3,0,1,2,2,3,2,5,0,6,6,2,6,1,0,3,25,15,39,23,13,17,26,13,11,12,28,15,18,18,20,11,5,3,2,6,4,4,0,7,5,4,0,8,10,5,1,10,8,6,1,3,5,3,3,1,8,5,1,5,4,2,1,2
328,8,3,5,2,2,8,3,4,4,1,3,2,0,1,1,1,4,8,9,21,8,7,7,19,3,2,4,12,6,7,8,25,5,2,1,7,2,4,5,4,1,1,1,7,7,1,0,4,14,17,29,19,10,12,41,17,11,10,33,10,11,16,36,22,3,2,2,8,7,6,2,5,3,1,3,4,3,4,4,12,8,5,1,3,4,5,2,3,5,4,4,2,5,5,3,4
329,4,3,0,1,2,2,2,2,0,1,2,1,4,2,2,4,7,10,5,20,8,9,11,15,3,2,5,7,12,6,7,20,5,2,1,3,1,4,2,4,1,3,1,4,4,0,1,2,18,13,25,17,25,19,42,12,10,15,37,13,12,11,30,10,2,1,1,4,0,6,2,4,3,3,1,5,8,4,3,11,4,6,1,9,5,4,2,2,6,7,2,3,2,6,4,6
330,6,1,3,3,8,6,8,5,4,5,4,3,3,1,3,1,10,5,6,22,8,7,16,20,10,2,13,9,14,13,13,20,4,1,2,2,0,2,4,4,1,2,3,6,6,1,2,1,10,14,39,12,11,14,49,24,8,14,40,11,15,17,28,11,7,3,2,3,1,5,3,2,5,2,0,4,5,3,5,17,5,6,0,4,1,5,0,2,9,3,4,3,4,2,2,4
331,12,3,7,10,3,4,5,2,2,1,1,1,1,1,3,4,19,10,9,26,10,5,12,14,2,5,3,12,15,12,12,50,8,1,2,3,1,0,3,4,1,1,2,6,7,0,1,6,19,18,36,16,15,7,41,15,9,12,21,5,17,15,19,28,7,3,1,7,4,2,1,5,1,3,0,8,9,3,0,12,10,9,1,4,5,2,1,2,5,1,4,3,4,4,1,3
332,4,1,2,4,2,2,6,7,2,3,0,1,0,0,1,0,17,11,9,15,6,6,6,21,4,3,10,8,6,7,6,17,4,0,2,3,1,5,4,4,1,3,2,2,3,1,0,3,20,15,42,15,15,15,43,20,13,16,42,7,11,19,42,9,3,4,2,5,5,6,3,2,0,3,2,8,2,4,2,10,6,8,1,2,3,4,2,2,2,7,1,2,2,4,1,5
333,6,3,2,1,4,2,6,4,3,3,2,2,5,0,0,3,11,10,9,13,8,10,19,18,5,3,6,4,7,5,3,32,3,0,0,4,0,2,3,3,0,0,0,8,7,2,4,4,10,15,39,16,13,11,42,10,6,14,28,11,17,15,31,5,0,5,0,2,4,6,5,3,0,4,0,4,4,5,0,6,7,8,1,1,0,7,4,2,3,3,2,3,1,6,0,4
334,10,1,4,6,5,7,4,5,1,2,4,0,2,2,1,1,23,7,11,32,9,4,13,27,5,3,5,10,14,12,6,36,2,0,0,2,2,3,2,2,2,2,2,4,8,1,2,4,21,12,24,12,15,13,35,13,9,7,24,11,19,14,22,10,4,1,0,12,0,4,0,4,2,3,2,2,5,3,2,9,11,6,3,2,2,2,2,1,8,4,4,3,6,3,2,2
335,7,2,5,1,6,3,4,5,2,2,3,4,6,1,0,1,16,8,9,14,2,4,12,14,4,3,7,5,7,5,5,19,2,1,0,1,3,3,5,3,3,3,1,6,6,3,1,5,24,14,31,18,17,15,27,20,13,8,30,18,11,14,16,10,5,2,1,6,1,7,4,5,3,2,0,5,2,7,1,8,1,7,0,1,5,2,1,8,7,5,4,1,1,7,0,8
336,5,0,1,3,0,6,3,4,4,0,3,2,0,2,1,1,8,7,7,19,5,6,25,16,3,1,6,3,6,8,4,18,3,0,3,4,1,1,2,2,0,1,2,3,1,0,1,2,17,11,48,9,20,17,52,21,19,17,43,11,10,25,28,7,5,4,1,5,4,3,3,6,4,5,2,2,1,5,0,5,8,10,4,4,4,5,1,3,3,11,2,2,3,5,0,2
337,14,2,3,4,5,4,1,3,1,2,2,1,2,1,3,4,13,9,11,23,8,11,16,31,10,2,3,9,8,9,7,34,3,4,2,3,2,3,4,6,2,1,5,8,7,0,1,5,20,14,35,23,8,15,29,23,12,10,25,9,18,19,31,19,10,0,1,3,2,5,0,4,3,6,2,4,10,4,1,10,5,7,3,3,1,0,1,1,3,8,0,2,2,6,1,8
338,5,4,3,3,3,4,1,6,2,2,5,0,1,1,1,1,10,9,9,20,7,6,12,21,5,4,6,13,11,6,8,25,3,0,2,4,1,5,2,4,1,2,2,4,7,1,0,4,16,12,24,17,18,14,43,13,6,14,37,8,17,11,29,9,2,5,2,1,2,2,4,4,0,4,1,5,3,7,0,9,6,8,0,5,3,4,4,3,5,2,0,4,7,11,1,5
339,5,3,3,2,2,4,1,4,2,1,6,2,0,2,1,0,5,4,4,10,10,3,14,10,4,5,6,5,5,6,6,17,0,2,0,0,1,3,2,4,0,2,0,1,1,0,1,1,13,13,32,16,19,22,58,19,9,17,28,13,15,16,27,15,4,6,4,5,2,6,2,4,2,5,1,5,2,3,1,4,7,7,2,2,2,2,1,4,3,3,2,2,1,8,1,4
340,3,4,7,3,2,2,5,2,1,0,1,2,1,2,2,0,13,6,6,18,6,7,14,18,12,5,4,8,11,9,12,25,2,2,2,4,1,2,4,4,2,2,2,4,3,0,1,3,31,12,38,21,8,10,36,16,16,7,23,14,14,9,23,10,6,2,1,3,2,4,1,3,2,0,3,3,6,5,1,8,6,9,1,3,4,2,0,5,6,5,1,1,7,2,1,2
341,2,2,1,1,2,5,2,6,1,4,2,3,0,0,3,4,10,6,12,18,10,7,13,16,4,3,11,6,7,7,5,11,4,0,0,3,0,1,5,2,0,0,1,3,6,0,1,4,20,17,41,13,10,12,48,14,11,15,37,18,12,12,30,17,2,3,1,3,5,3,1,7,3,7,0,2,2,5,1,7,8,5,3,2,4,11,1,2,3,1,1,1,2,5,1,5
342,5,3,1,3,0,5,3,4,2,2,5,3,0,0,1,1,8,2,7,18,4,6,14,13,5,3,5,5,9,8,7,15,7,0,2,3,2,5,6,3,2,1,2,2,1,1,0,3,22,16,47,17,19,18,54,18,14,14,40,9,12,12,31,12,0,4,2,1,0,5,4,5,5,3,3,3,4,1,2,10,3,7,0,5,2,8,5,6,2,7,1,2,1,4,0,2
343,6,4,2,2,2,3,4,4,2,0,2,1,2,3,0,3,22,4,7,23,6,5,12,25,5,10,6,10,11,9,8,23,5,1,5,6,2,1,1,0,2,2,1,3,5,3,2,2,20,18,28,6,10,20,45,21,7,10,31,15,8,16,25,14,7,4,1,6,3,7,4,11,6,3,0,3,4,6,4,5,6,6,4,2,3,5,1,1,2,3,7,1,3,4,4,3
344,10,2,1,5,11,3,4,4,4,0,8,1,8,1,2,4,13,5,8,24,4,14,18,7,7,4,9,10,17,3,10,21,5,2,4,1,6,1,2,1,0,3,3,2,9,1,1,4,18,10,39,21,20,9,50,22,19,19,52,12,11,12,33,13,7,3,1,9,1,1,4,7,6,7,0,4,10,8,2,9,5,4,2,1,4,1,3,4,4,3,2,5,2,5,2,10
345,5,1,4,3,6,3,6,1,1,1,1,2,5,1,1,0,9,6,7,11,6,13,14,23,13,7,3,10,9,4,9,19,5,2,2,2,1,1,5,3,2,0,1,3,3,0,2,5,24,12,29,17,17,12,38,12,17,16,27,9,17,19,29,11,5,1,5,9,4,4,1,6,3,7,0,5,3,2,1,5,6,10,1,3,2,6,2,2,2,4,0,2,1,2,2,2
346,6,1,2,2,3,2,4,3,3,1,1,6,2,0,1,1,9,7,9,22,5,7,12,16,8,5,7,7,6,8,11,20,5,1,3,3,2,1,3,4,1,2,1,3,2,0,1,5,21,16,38,15,20,7,36,19,12,14,32,16,13,13,28,9,6,4,1,5,1,0,2,6,2,4,1,2,3,6,0,7,5,7,2,2,2,3,2,4,6,6,0,1,3,3,0,6
347,5,1,2,4,1,3,7,1,3,3,0,2,1,2,2,3,11,6,9,13,12,13,13,17,9,3,9,5,10,4,3,15,3,1,3,6,1,1,3,3,2,0,3,1,2,1,0,6,24,16,35,13,19,16,51,16,11,12,32,14,19,19,38,9,8,2,1,2,5,5,4,1,1,3,0,4,3,4,2,12,8,10,0,4,6,5,0,7,3,10,2,3,2,3,2,6
348,8,4,1,1,4,5,5,4,4,1,2,1,3,3,0,2,11,8,6,16,6,9,15,18,7,4,6,4,2,6,6,18,1,0,0,4,2,0,3,1,2,0,3,4,0,2,1,1,24,15,33,17,10,22,45,24,12,15,31,9,19,13,33,12,2,2,1,3,2,7,3,7,1,5,1,4,2,3,4,8,7,3,1,2,0,8,1,3,3,6,3,2,4,6,1,3
349,3,2,4,1,7,3,2,4,5,4,4,1,4,1,1,0,5,7,10,11,8,10,13,20,3,4,12,7,5,4,9,12,1,3,0,4,1,3,3,3,0,4,0,4,3,2,0,4,21,18,43,14,7,14,57,19,8,13,32,10,6,14,28,9,6,2,2,1,6,7,2,6,2,4,1,3,2,7,1,10,8,7,2,2,5,8,2,4,2,8,1,3,2,4,3,4
350,2,1,2,2,3,1,1,2,1,0,1,0,1,0,1,1,1,4,3,6,3,4,7,7,2,7,3,2,3,0,4,5,1,2,1,2,0,0,3,0,0,2,2,3,0,0,2,0,5,8,22,8,10,9,36,16,4,12,14,9,10,5,23,4,1,4,1,1,0,4,0,1,1,1,0,1,2,2,1,3,2,2,1,2,4,3,1,1,2,3,2,2,0,3,2,3
351,4,3,4,1,4,0,3,2,1,1,4,2,1,1,1,1,5,4,5,17,4,6,6,18,4,7,11,6,4,4,3,6,1,1,0,0,3,3,0,3,0,1,3,2,2,0,2,1,20,11,49,15,21,22,36,20,8,20,49,5,15,19,28,14,7,1,1,3,6,5,4,5,4,4,1,4,6,4,3,6,10,4,0,3,2,8,3,3,8,4,4,8,2,5,4,5
352,8,3,2,2,0,3,6,7,1,0,3,2,3,0,0,1,14,6,6,18,8,7,14,12,7,6,6,6,4,10,6,22,2,1,2,4,1,1,2,3,2,5,2,4,3,0,3,0,23,14,42,12,18,16,64,17,14,16,42,11,13,10,31,13,7,6,2,4,2,9,0,8,1,3,2,3,7,8,1,7,5,6,2,1,7,3,1,4,2,3,3,0,1,6,3,6
353,11,1,4,0,4,7,6,0,2,2,2,2,2,1,0,1,18,11,6,16,5,8,17,17,3,5,15,6,7,12,8,13,4,2,2,2,4,4,2,2,0,2,3,5,3,1,3,2,23,25,25,18,20,15,52,15,20,13,56,16,13,4,30,12,5,3,2,6,3,9,1,4,3,1,1,5,5,4,2,2,2,12,1,1,1,2,1,4,4,8,0,3,4,3,3,2
354,6,2,2,4,4,2,5,2,1,0,2,1,0,1,1,1,8,8,12,14,6,4,13,16,4,6,7,8,8,6,8,25,3,2,4,2,1,2,2,3,0,1,2,1,3,1,2,3,11,10,29,17,12,9,47,11,12,12,43,9,15,15,28,12,6,1,1,3,1,4,1,4,3,4,3,3,5,4,2,9,7,2,1,2,2,4,1,1,7,3,0,3,3,3,2,4
355,5,0,3,3,1,4,4,4,1,2,1,1,3,2,0,0,2,4,7,11,6,12,16,12,2,7,4,0,5,4,6,11,3,0,2,0,2,1,3,4,3,0,2,0,5,3,0,2,20,18,44,11,19,19,53,22,9,17,38,8,18,11,21,11,6,2,0,1,7,5,3,7,1,4,2,2,0,4,4,4,3,5,2,1,2,6,3,2,5,10,2,3,1,3,1,10
356,9,2,0,1,0,5,2,1,2,2,3,2,0,0,1,1,6,9,11,14,7,5,13,14,2,6,10,11,8,5,9,17,2,0,3,5,0,1,3,4,3,1,1,6,4,1,1,2,23,16,41,16,10,8,59,16,17,9,34,12,13,7,28,9,1,6,2,2,4,2,1,5,1,3,1,1,4,4,5,3,4,3,0,4,3,7,1,2,5,7,1,1,3,3,1,2
357,10,7,3,3,6,1,2,1,3,0,3,0,2,3,3,0,16,4,8,24,5,5,9,18,3,5,7,13,14,4,4,24,4,0,4,4,1,3,1,4,0,0,1,2,1,1,0,2,19,18,32,9,17,10,50,13,5,12,27,10,14,14,20,7,5,1,0,4,2,4,3,3,3,5,1,1,8,6,3,10,4,3,2,3,6,3,2,4,2,8,2,3,2,2,0,4
358,9,3,2,0,2,1,4,3,1,1,3,2,3,1,3,5,17,9,10,13,5,5,14,17,1,3,10,6,7,5,2,23,6,0,3,6,2,5,4,3,2,1,5,4,3,1,4,2,23,16,32,15,20,11,43,16,16,10,35,14,15,11,37,9,4,3,0,1,0,5,1,6,1,7,1,4,6,8,1,11,6,3,4,5,6,1,0,1,3,5,5,4,0,4,1,7
359,9,4,5,2,5,4,3,4,3,1,6,4,0,0,1,1,14,13,11,22,5,7,12,23,5,9,2,9,15,12,6,23,3,7,1,0,1,2,4,1,0,4,4,3,1,1,1,0,13,19,46,13,20,5,32,22,15,6,37,17,15,16,30,13,5,5,1,3,2,1,2,4,2,2,2,5,3,5,1,12,4,3,2,3,1,9,0,1,1,3,1,3,2,0,0,4
360,7,2,1,2,4,3,6,5,1,1,3,1,5,2,4,2,9,5,12,14,5,9,16,18,10,3,8,9,6,5,5,12,0,1,2,1,2,1,1,2,2,3,0,2,4,1,2,2,13,16,45,12,19,21,40,15,14,14,41,14,8,14,35,13,3,5,1,1,6,6,4,5,3,4,2,5,8,6,2,10,4,4,2,1,3,7,6,5,9,9,2,3,1,5,0,4
361,3,0,2,2,4,6,3,5,0,3,3,0,2,0,2,3,5,10,7,18,8,10,11,15,6,6,9,6,3,7,3,15,1,3,2,0,1,0,3,2,1,1,3,1,3,0,0,3,22,15,46,14,14,32,67,32,13,17,38,14,12,12,35,18,5,6,3,7,6,6,0,6,0,4,0,2,7,5,3,8,8,6,3,3,1,7,2,7,4,6,1,6,5,6,1,3
362,6,2,1,2,4,3,7,3,1,1,3,2,4,0,1,2,18,9,9,14,10,2,7,20,10,0,6,10,8,7,5,12,1,2,3,4,2,3,3,4,1,2,3,7,2,2,1,2,26,14,33,14,16,17,46,26,10,11,24,11,14,17,27,10,2,3,1,6,3,3,2,6,5,5,1,4,7,4,4,7,5,8,2,0,5,6,1,4,2,6,3,2,3,5,0,3
363,2,5,3,4,5,2,3,5,1,0,2,2,3,1,1,0,14,6,7,20,7,10,14,22,5,8,5,8,8,6,8,14,3,5,3,3,0,3,4,2,0,3,1,5,1,1,1,3,20,22,28,13,22,11,35,16,19,22,33,22,9,10,19,15,6,1,0,4,3,3,0,7,2,6,2,4,4,3,2,4,5,11,3,4,4,10,1,5,10,13,2,2,1,4,0,8
364,6,3,3,6,4,0,8,2,2,2,1,0,1,2,3,3,8,6,9,17,5,13,15,12,8,5,13,8,8,11,7,34,2,2,2,4,2,3,3,6,2,3,0,4,6,0,2,3,23,16,36,13,15,9,39,22,12,10,24,9,8,15,22,22,3,6,0,1,5,9,0,7,3,0,2,6,2,5,0,10,6,5,1,5,4,1,2,4,6,7,1,4,6,4,3,6
365,8,1,7,1,1,4,2,4,7,1,1,4,5,0,1,1,16,8,6,33,8,8,12,15,6,3,6,9,9,8,10,22,1,2,0,5,1,5,2,4,2,0,0,4,2,1,0,3,25,9,33,15,13,18,27,13,11,12,15,12,13,20,22,20,10,2,0,5,6,4,1,4,4,3,0,0,5,4,1,13,3,6,5,8,1,6,1,3,1,4,3,3,2,4,3,2
366,3,1,3,3,1,1,4,4,2,2,5,5,1,2,0,0,5,10,5,13,3,9,14,17,5,3,6,5,3,5,4,9,4,0,1,3,4,2,3,7,4,2,3,4,1,1,0,1,20,16,30,14,19,20,57,25,14,15,33,16,14,21,32,10,4,0,1,8,5,4,2,4,0,4,0,5,5,4,1,7,5,11,1,2,4,8,2,4,8,9,2,3,5,5,2,7
367,5,1,3,3,8,5,5,4,1,2,1,1,5,2,1,3,7,5,6,29,6,8,17,30,6,5,12,8,13,4,8,23,5,2,1,1,0,3,2,8,3,1,1,6,3,0,0,3,19,9,35,21,16,11,36,15,12,15,31,16,12,16,16,11,3,3,3,8,4,1,0,4,3,2,1,8,4,2,1,8,5,8,1,4,3,5,0,1,4,3,2,1,1,5,2,5
368,10,3,2,3,3,4,1,6,0,2,3,1,3,3,3,1,10,5,7,20,9,11,15,14,5,3,7,6,10,5,10,28,5,1,2,3,1,3,3,4,1,1,3,6,4,1,0,4,11,16,40,15,14,20,50,24,14,13,42,12,10,16,19,11,6,5,3,5,5,7,5,3,1,3,2,3,6,4,1,10,3,5,0,2,5,5,1,6,5,7,3,4,1,6,0,7
369,8,0,3,5,4,4,5,2,4,3,4,3,0,1,2,2,5,10,6,12,6,10,10,15,5,7,5,8,7,7,5,8,3,2,2,3,2,2,5,1,2,3,2,3,6,0,0,1,20,12,41,14,21,20,34,24,17,13,36,11,12,13,25,11,8,0,0,4,2,8,3,10,2,3,0,3,3,5,1,11,3,8,1,2,2,2,0,8,6,7,2,3,2,5,1,4
