Category	BIN	exp	obs	odds	rk	res
AT_CG	611	50.6440028870493	44	0.868809681140977	100	5bp
AT_CG	515	93.209945328384	81	0.869005981224775	101	5bp
AT_CG	80	88.5500480805182	77	0.869564745238582	102	5bp
AT_CG	435	75.7256554684099	66	0.871567232950963	103	5bp
AT_CG	326	67.6633592486168	59	0.871963802199284	104	5bp
AT_CG	336	67.6604055066628	59	0.872001868126404	105	5bp
AT_CG	500	74.5068251758963	65	0.872403297906567	106	5bp
AT_CG	10	73.0929492441749	64	0.875597450394306	107	5bp
AT_CG	572	76.4823308602438	67	0.876019326900865	108	5bp
AT_CG	319	71.8809498455446	63	0.876449186263848	109	5bp
AT_CG	341	60.4236353608254	53	0.877140206535166	110	5bp
AT_CG	391	87.5379666584223	77	0.879618329501049	111	5bp
AT_CG	17	78.4204693587388	69	0.87987231604488	112	5bp
AT_CG	165	90.862812252124	80	0.880448205565307	113	5bp
AT_CG	440	66.9699394194497	59	0.880992285665186	114	5bp
AT_CG	42	58.9301538690239	52	0.882400546850317	115	5bp
AT_CG	456	80.461463025145	71	0.882410005120237	116	5bp
AT_CG	21	80.4421014898668	71	0.882622391571207	117	5bp
AT_CG	58	54.2954933644532	48	0.884051272502576	118	5bp
AT_CG	436	73.5202012718325	65	0.884110746101877	119	5bp
AT_CG	311	64.4628191932975	57	0.884230641993494	120	5bp
AT_CG	389	89.3298851316567	79	0.884362493957848	121	5bp
AT_CG	413	76.8739550575828	68	0.88456486919483	122	5bp
AT_CG	195	83.6098399020175	74	0.885063290238573	123	5bp
AT_CG	345	61.0093825072449	54	0.885109761495906	124	5bp
AT_CG	630	10.1381898616292	9	0.887732437726678	125	5bp
AT_CG	474	75.373647077256	67	0.888904844040872	126	5bp
AT_CG	243	87.6779924840703	78	0.889618908806237	127	5bp
AT_CG	574	76.3544069904197	68	0.890583827185405	128	5bp
AT_CG	366	63.9698049458355	57	0.891045393186099	129	5bp
AT_CG	612	33.654632076455	30	0.891407754268341	130	5bp
AT_CG	110	90.7617875634031	81	0.892446063200508	131	5bp
AT_CG	402	87.3083265161741	78	0.893385580876416	132	5bp
AT_CG	545	72.7501746077486	65	0.893468645958093	133	5bp
AT_CG	518	86.1429590785345	77	0.893862955529551	134	5bp
AT_CG	162	88.1934629606311	79	0.89575800006022	135	5bp
AT_CG	208	79.2525792795966	71	0.895869896543276	136	5bp
AT_CG	365	85.8428759764255	77	0.896987654760612	137	5bp
AT_CG	109	90.2149576162687	81	0.897855545690497	138	5bp
AT_CG	188	76.7495677450841	69	0.899027864615166	139	5bp
AT_CG	547	81.1941089749269	73	0.899080006192848	140	5bp
AT_CG	548	82.2803522089223	74	0.899364161836628	141	5bp
AT_CG	418	83.2571138845782	75	0.900823923634618	142	5bp
AT_CG	355	54.3893951110389	49	0.900910920225604	143	5bp
AT_CG	505	52.1465447630677	47	0.901306121307721	144	5bp
AT_CG	301	60.9978395003725	55	0.901671279679736	145	5bp
AT_CG	59	76.5240403486726	69	0.901677429545144	146	5bp
AT_CG	57	48.6841458483312	44	0.903784984480901	147	5bp
AT_CG	534	84.0747944124374	76	0.903957012694844	148	5bp
AT_CG	52	72.9702978398944	66	0.904477601897856	149	5bp
AT_CG	371	62.9243469250583	57	0.905849687528515	150	5bp
AT_CG	509	75.042383434029	68	0.906154587424318	151	5bp
AT_CG	103	90.4539727185154	82	0.906538403295747	152	5bp
AT_CG	137	69.4526113664005	63	0.907093322490648	153	5bp
AT_CG	510	89.1730608589568	81	0.908346076940389	154	5bp
AT_CG	90	86.9060231903575	79	0.909027902783674	155	5bp
AT_CG	559	71.3607746281334	65	0.910864551831452	156	5bp
AT_CG	485	66.9334103859938	61	0.911353532536639	157	5bp
AT_CG	503	62.5216091190037	57	0.911684788718507	158	5bp
AT_CG	303	49.3369303978807	45	0.912095658102252	159	5bp
AT_CG	567	83.0899170244062	76	0.914671752261786	160	5bp
AT_CG	206	93.9699429185381	86	0.915186253486956	161	5bp
AT_CG	106	87.3161809096009	80	0.916210479737136	162	5bp
AT_CG	322	69.826910895115	64	0.916552073972348	163	5bp
AT_CG	5	67.5980657395501	62	0.917186007050571	164	5bp
AT_CG	38	52.2169016736678	48	0.919242591220337	165	5bp
AT_CG	145	83.6723475334644	77	0.920256240799317	166	5bp
AT_CG	133	82.5763626584862	76	0.920360228438684	167	5bp
AT_CG	316	70.6008094644258	65	0.9206693307497	168	5bp
AT_CG	66	95.4578619208642	88	0.921872732420439	169	5bp
AT_CG	168	83.4924121803153	77	0.92223949445497	170	5bp
AT_CG	164	90.9939023113741	84	0.923138780360891	171	5bp
AT_CG	420	72.5197450753496	67	0.923886314415274	172	5bp
AT_CG	36	75.7550573578551	70	0.924030717438849	173	5bp
AT_CG	166	75.6960958331903	70	0.924750467372284	174	5bp
AT_CG	470	75.6726463296582	70	0.925037029827845	175	5bp
AT_CG	50	61.5934284548232	57	0.925423400351998	176	5bp
AT_CG	102	82.1031710541176	76	0.925664612270643	177	5bp
AT_CG	458	68.0549282858404	63	0.925722818124075	178	5bp
AT_CG	486	50.7347467914035	47	0.926386805343506	179	5bp
AT_CG	131	88.5034380280562	82	0.926517679166378	180	5bp
AT_CG	172	84.1321278843118	78	0.927113125050825	181	5bp
AT_CG	552	47.3988379250511	44	0.928292800544489	182	5bp
AT_CG	563	74.3024795686907	69	0.928636573106707	183	5bp
AT_CG	7	68.8533632820045	64	0.929511601893338	184	5bp
AT_CG	337	63.4082046533683	59	0.930478954932308	185	5bp
AT_CG	388	87.0320801100017	81	0.930691302536057	186	5bp
AT_CG	600	67.6805175350609	63	0.930843945857296	187	5bp
AT_CG	159	92.3230172621964	86	0.931512016724506	188	5bp
AT_CG	306	68.6542987755074	64	0.932206739293537	189	5bp
AT_CG	352	56.8362693136024	53	0.932503147023334	190	5bp
AT_CG	19	72.9018246297906	68	0.932761290205246	191	5bp
AT_CG	439	85.6973511944346	80	0.933517767877	192	5bp
AT_CG	495	54.6045634864238	51	0.933987871044514	193	5bp
AT_CG	81	90.9559282626281	85	0.934518525879579	194	5bp
AT_CG	580	73.8146493719737	69	0.934773796083332	195	5bp
AT_CG	245	74.821477836691	70	0.935560243180245	196	5bp
AT_CG	586	85.4982932459186	80	0.935691192921198	197	5bp
AT_CG	198	74.8099552332979	70	0.935704342847181	198	5bp
AT_CG	483	69.4161099609662	65	0.936382059388671	199	5bp
AT_CG	530	89.6577447085264	84	0.936896196453307	200	5bp
AT_CG	313	52.1167880273483	49	0.940196083731929	201	5bp
AT_CG	158	87.1771601286781	82	0.940613342748991	202	5bp
AT_CG	253	59.5320833844385	56	0.940669246167156	203	5bp
AT_CG	557	73.3235766792816	69	0.941034291082212	204	5bp
AT_CG	167	78.6231997669139	74	0.941198020678123	205	5bp
AT_CG	455	77.5309385152782	73	0.941559607015652	206	5bp
AT_CG	47	69.9837252456382	66	0.943076404811896	207	5bp
AT_CG	617	54.0717044175402	51	0.943192017883873	208	5bp
AT_CG	170	84.6930556450608	80	0.944587479937802	209	5bp
AT_CG	507	59.2734286294578	56	0.944774096839895	210	5bp
AT_CG	531	88.8347684574948	84	0.945575718365179	211	5bp
AT_CG	481	75.0356524605083	71	0.946216867206795	212	5bp
AT_CG	92	87.6425095750583	83	0.947029020533895	213	5bp
AT_CG	179	68.5874014993536	65	0.947695911771969	214	5bp
AT_CG	395	85.4046852554756	81	0.948425718772927	215	5bp
AT_CG	358	55.8741932995043	53	0.948559556214125	216	5bp
AT_CG	40	71.5694978110069	68	0.950125431640825	217	5bp
AT_CG	197	81.0345374316473	77	0.950212124860336	218	5bp
AT_CG	11	81.0067470475073	77	0.950538107089308	219	5bp
AT_CG	394	84.1614060816929	80	0.950554461059579	220	5bp
AT_CG	212	80.9729593893571	77	0.950934738963248	221	5bp
AT_CG	571	77.7727900808488	74	0.951489588107528	222	5bp
AT_CG	43	66.2097221962661	63	0.95152188999145	223	5bp
AT_CG	506	50.4355818144854	48	0.951709056843161	224	5bp
AT_CG	443	66.1895452315821	63	0.951811948240125	225	5bp
AT_CG	404	70.3483962550293	67	0.95240266397985	226	5bp
AT_CG	321	39.8340531207996	38	0.953957657403386	227	5bp
AT_CG	554	65.9879381184864	63	0.954719935132367	228	5bp
AT_CG	194	88.9873067249383	85	0.955192410337092	229	5bp
AT_CG	97	86.8104285357756	83	0.956106327315211	230	5bp
AT_CG	307	63.7847437480329	61	0.9563415389888	231	5bp
AT_CG	405	78.3951106481981	75	0.956692316394146	232	5bp
AT_CG	558	72.9694436656492	70	0.959305655676157	233	5bp
AT_CG	148	88.6016410606544	85	0.95935017661593	234	5bp
AT_CG	477	66.6540894624661	64	0.960181145915126	235	5bp
AT_CG	209	80.1877265266607	77	0.96024670277189	236	5bp
AT_CG	465	47.8827139897094	46	0.960680716842533	237	5bp
AT_CG	202	80.0453853009454	77	0.961954267700809	238	5bp
AT_CG	380	85.1186033620445	82	0.963361671375413	239	5bp
AT_CG	232	75.7761046125653	73	0.963364379486658	240	5bp
AT_CG	605	61.2337240227645	59	0.963521342880697	241	5bp
AT_CG	382	85.0906321496276	82	0.963678350112702	242	5bp
AT_CG	484	56.984619709412	55	0.965172712926182	243	5bp
AT_CG	544	87.0089472992625	84	0.965417955363678	244	5bp
AT_CG	256	62.139682573773	60	0.96556656736647	245	5bp
AT_CG	357	48.6548523441465	47	0.965987927936943	246	5bp
AT_CG	398	78.6595536780959	76	0.96618905709814	247	5bp
AT_CG	538	85.894092702733	83	0.966306266104364	248	5bp
AT_CG	87	87.9331062449978	85	0.96664389135958	249	5bp
AT_CG	375	69.2930646626078	67	0.966907732054097	250	5bp
AT_CG	93	94.0151056914484	91	0.96792956122026	251	5bp
AT_CG	8	57.8407630193457	56	0.968175333047905	252	5bp
AT_CG	370	69.154293544772	67	0.968848014572266	253	5bp
AT_CG	568	71.2078697664701	69	0.968994020271763	254	5bp
AT_CG	315	57.7800834170535	56	0.969192093334222	255	5bp
AT_CG	556	73.21105931631	71	0.969798834534588	256	5bp
AT_CG	225	87.5609221925025	85	0.970752681351707	257	5bp
AT_CG	186	62.7597630848045	61	0.971960329384503	258	5bp
AT_CG	68	88.4652912119671	86	0.97213267284612	259	5bp
AT_CG	464	67.8789654313472	66	0.972318885248073	260	5bp
AT_CG	216	83.2821734332693	81	0.972597095642588	261	5bp
AT_CG	339	61.6787325985907	60	0.972782634664107	262	5bp
AT_CG	82	90.4473211162275	88	0.972942027624205	263	5bp
AT_CG	205	93.2970614842462	91	0.975379058593029	264	5bp
AT_CG	304	64.4987429833776	63	0.976763221823349	265	5bp
AT_CG	349	71.6410151257373	70	0.977093915784734	266	5bp
AT_CG	494	54.2356063931443	53	0.977217800715869	267	5bp
AT_CG	408	83.8307851456624	82	0.978160944783217	268	5bp
AT_CG	305	67.3600024951955	66	0.979809939952236	269	5bp
AT_CG	583	80.6218453231825	79	0.979883301893164	270	5bp
AT_CG	598	80.5557891836437	79	0.980686810973983	271	5bp
AT_CG	401	79.4987855338146	78	0.981147063772728	272	5bp
AT_CG	606	55.0138337922546	54	0.981571293575303	273	5bp
AT_CG	71	88.537779462584	87	0.982631375307601	274	5bp
AT_CG	77	88.5280434379399	87	0.982739441892093	275	5bp
AT_CG	178	73.2447919248179	72	0.983005045244779	276	5bp
AT_CG	511	84.4000244751957	83	0.983412037094763	277	5bp
AT_CG	551	74.1831757147214	73	0.984050619249958	278	5bp
AT_CG	83	96.4018300275691	95	0.985458470786621	279	5bp
AT_CG	428	71.0263045818679	70	0.985550359294212	280	5bp
AT_CG	362	70.9923637696068	70	0.986021542079831	281	5bp
AT_CG	72	89.2458811170678	88	0.986039903450183	282	5bp
AT_CG	467	68.9118666189816	68	0.986767640121789	283	5bp
AT_CG	18	74.9842221035428	74	0.986874277335521	284	5bp
AT_CG	196	84.8426045015976	84	0.990068615802787	285	5bp
AT_CG	368	72.6998024223801	72	0.990374080821922	286	5bp
AT_CG	139	75.6989859859564	75	0.990766243736923	287	5bp
AT_CG	457	77.6887185822141	77	0.991134895840955	288	5bp
AT_CG	329	53.4256234815803	53	0.99203334554014	289	5bp
AT_CG	517	87.6791396698479	87	0.992254261704606	290	5bp
AT_CG	184	74.5623736727308	74	0.992457674762352	291	5bp
AT_CG	107	84.6354941215616	84	0.9924913994045	292	5bp
AT_CG	228	79.471208120917	79	0.994070706460131	293	5bp
AT_CG	367	83.4790306944097	83	0.994261664391346	294	5bp
AT_CG	528	83.4709853326543	83	0.994357496430919	295	5bp
AT_CG	230	79.3391762431031	79	0.995724984060034	296	5bp
AT_CG	95	86.3466511389551	86	0.995985355142526	297	5bp
AT_CG	480	66.2384453616922	66	0.996400196888829	298	5bp
AT_CG	535	75.2220881224869	75	0.997047567702119	299	5bp
AT_CG	327	74.1556194371914	74	0.997901447815115	300	5bp
AT_CG	114	89.1618803977171	89	0.998184421447876	301	5bp
AT_CG	100	87.1326634043201	87	0.998477454961929	302	5bp
AT_CG	363	71.0721281548063	71	0.998985141479806	303	5bp
AT_CG	185	73.055383887034	73	0.999241891780083	304	5bp
AT_CG	215	75.0550034464036	75	0.999267158165639	305	5bp
AT_CG	415	84.9233809036081	85	1.0009022143911	306	5bp
AT_CG	392	83.8070427224396	84	1.00230239931266	307	5bp
AT_CG	537	84.7962471257093	85	1.00240285249875	308	5bp
AT_CG	34	68.7991356343529	69	1.00291957687833	309	5bp
AT_CG	25	71.7367687322811	72	1.00366940513729	310	5bp
AT_CG	622	44.8185736585677	45	1.00404801685155	311	5bp
AT_CG	30	73.5068358691893	74	1.00670909208619	312	5bp
AT_CG	1	33.7600852038067	34	1.00710646299454	313	5bp
AT_CG	153	94.3228493572585	95	1.0071790732294	314	5bp
AT_CG	144	94.2545889869167	95	1.00790848510503	315	5bp
AT_CG	342	53.520709194285	54	1.00895524018516	316	5bp
AT_CG	482	72.3479323989905	73	1.00901294037559	317	5bp
AT_CG	132	91.1615108241001	92	1.00919784203136	318	5bp
AT_CG	37	66.3837681949342	67	1.00928286871658	319	5bp
AT_CG	561	69.3494490096434	70	1.00938076653307	320	5bp
AT_CG	53	62.3953041877476	63	1.00969136732522	321	5bp
AT_CG	546	81.1694907281089	82	1.01023179108851	322	5bp
AT_CG	501	69.2896174435791	70	1.01025236655404	323	5bp
AT_CG	86	84.0314752140504	85	1.01152573822467	324	5bp
AT_CG	422	64.2554881481398	65	1.01158674337893	325	5bp
AT_CG	463	77.0613819963166	78	1.01218013458062	326	5bp
AT_CG	432	71.1305804692856	72	1.01222286567856	327	5bp
AT_CG	377	79.0257291992596	80	1.0123285265522	328	5bp
AT_CG	423	49.3483476854504	50	1.01320514961723	329	5bp
AT_CG	117	85.7295556127118	87	1.01481921116012	330	5bp
AT_CG	247	77.8396814976368	79	1.01490651657405	331	5bp
AT_CG	241	86.6877713780226	88	1.01513741328353	332	5bp
AT_CG	48	69.8637860180346	71	1.01626327524924	333	5bp
AT_CG	24	76.5930523901204	78	1.01836912834748	334	5bp
AT_CG	140	78.5381494163803	80	1.01861325476196	335	5bp
AT_CG	521	60.8634649419108	62	1.01867351882076	336	5bp
AT_CG	231	81.4561594956245	83	1.01895302349061	337	5bp
AT_CG	433	67.6461341422589	69	1.020013942776	338	5bp
AT_CG	219	70.4463357903824	72	1.02205457803001	339	5bp
AT_CG	113	93.8989003467769	96	1.0223761901946	340	5bp
AT_CG	479	50.8596416897496	52	1.02242167408899	341	5bp
AT_CG	594	85.0696574011569	87	1.02269131741933	342	5bp
AT_CG	347	54.7153681828695	56	1.02347844599779	343	5bp
AT_CG	60	81.0570578649811	83	1.02397005499824	344	5bp
AT_CG	127	84.9351222148569	87	1.02431123581502	345	5bp
AT_CG	591	85.9017021076783	88	1.02442673242599	346	5bp
AT_CG	618	62.4658381137318	64	1.02456001444301	347	5bp
AT_CG	300	73.1717410878546	75	1.02498586045602	348	5bp
AT_CG	562	73.1369966466456	75	1.02547278995274	349	5bp
AT_CG	386	86.7382742730601	89	1.02607529082052	350	5bp
AT_CG	475	70.075131990929	72	1.02746863194378	351	5bp
AT_CG	182	66.1481895947549	68	1.02799487660342	352	5bp
AT_CG	525	60.2436701143946	62	1.02915376640019	353	5bp
AT_CG	592	84.4265168463788	87	1.03048192972717	354	5bp
AT_CG	539	79.5628015056577	82	1.0306323865955	355	5bp
AT_CG	203	83.3944379160802	86	1.0312438353088	356	5bp
AT_CG	244	82.3815582768139	85	1.03178431894172	357	5bp
AT_CG	69	88.1507666415725	91	1.03232227542629	358	5bp
AT_CG	14	75.5065746055127	78	1.03302262627479	359	5bp
AT_CG	108	87.9089426871942	91	1.03516203492294	360	5bp
AT_CG	235	68.5151285802293	71	1.03626748531692	361	5bp
AT_CG	524	54.9435058986805	57	1.03742924787348	362	5bp
AT_CG	489	64.5588841321805	67	1.03781223762823	363	5bp
AT_CG	183	77.0826064422824	80	1.03784762467655	364	5bp
AT_CG	383	86.7017717004442	90	1.03804107153601	365	5bp
AT_CG	378	77.958086008603	81	1.03901986499593	366	5bp
AT_CG	343	64.4831907752046	67	1.03903046971682	367	5bp
AT_CG	472	53.885802565049	56	1.03923477677444	368	5bp
AT_CG	41	61.5021641289892	64	1.04061378825259	369	5bp
AT_CG	15	84.4524009937576	88	1.04200708285966	370	5bp
AT_CG	115	90.182361564703	94	1.04233242919191	371	5bp
AT_CG	487	49.8570474192998	52	1.04298193919664	372	5bp
AT_CG	514	89.1326290397724	93	1.04338894748075	373	5bp
AT_CG	204	75.7008852819011	79	1.0435809265085	374	5bp
AT_CG	614	58.4510798606375	61	1.04360775105336	375	5bp
AT_CG	448	75.6675839228173	79	1.04404020723831	376	5bp
AT_CG	499	76.6018625531754	80	1.04436102900847	377	5bp
AT_CG	589	79.4505572654738	83	1.04467486266542	378	5bp
AT_CG	318	69.8666938118872	73	1.04484692229103	379	5bp
AT_CG	593	84.2147422647206	88	1.04494768532783	380	5bp
AT_CG	540	88.0412043610999	92	1.04496525993287	381	5bp
AT_CG	2	67.9438431101864	71	1.04498063032521	382	5bp
AT_CG	393	80.3302301579142	84	1.04568354696447	383	5bp
AT_CG	26	70.7664665269905	74	1.04569301862452	384	5bp
AT_CG	151	87.8985602589614	92	1.04666105712034	385	5bp
AT_CG	250	64.9153629262774	68	1.04751782836408	386	5bp
AT_CG	430	60.1337434759973	63	1.04766469470085	387	5bp
AT_CG	407	87.7437371096402	92	1.04850788250609	388	5bp
AT_CG	98	88.6305847580775	93	1.04929918102029	389	5bp
AT_CG	526	78.131017781605	82	1.04951915805333	390	5bp
AT_CG	323	61.9137183154336	65	1.0498481074718	391	5bp
AT_CG	492	75.229714743215	79	1.05011696866929	392	5bp
AT_CG	587	79.9465427157099	84	1.05070209600813	393	5bp
AT_CG	33	57.960795961542	61	1.05243551245353	394	5bp
AT_CG	452	84.5461503257665	89	1.05267950884898	395	5bp
AT_CG	85	87.3166831844657	92	1.05363599079503	396	5bp
AT_CG	334	72.1287696660412	76	1.05367109895098	397	5bp
AT_CG	20	78.7317330796749	83	1.05421279010848	398	5bp
AT_CG	409	81.4800799600199	86	1.05547270010287	399	5bp
AT_CG	70	88.1092945500342	93	1.05550725919373	400	5bp
AT_CG	4	54.9018375720417	58	1.05643094229575	401	5bp
AT_CG	229	73.8055276701775	78	1.0568314117144	402	5bp
AT_CG	161	88.9424945580683	94	1.05686264442054	403	5bp
AT_CG	76	93.6084204688246	99	1.05759716384672	404	5bp
AT_CG	426	71.8534955641767	76	1.05770776220789	405	5bp
AT_CG	233	72.7737684839642	77	1.05807355595398	406	5bp
AT_CG	396	73.6339446288633	78	1.05929405783084	407	5bp
AT_CG	91	83.9922583376723	89	1.05962146704277	408	5bp
AT_CG	308	63.186379065678	67	1.06035511119189	409	5bp
AT_CG	180	66.9127339935637	71	1.06108353018171	410	5bp
AT_CG	226	81.0207787305393	86	1.06145610234161	411	5bp
AT_CG	450	74.329288296626	79	1.06283810608726	412	5bp
AT_CG	384	85.6108373067624	91	1.062949538432	413	5bp
AT_CG	627	48.8477199480496	52	1.06453279815932	414	5bp
AT_CG	154	91.9858313750571	98	1.0653814672873	415	5bp
AT_CG	67	89.1300183821588	95	1.06585863802555	416	5bp
AT_CG	536	82.5036060641934	88	1.06662004484422	417	5bp
AT_CG	236	71.2212854749745	76	1.06709671825152	418	5bp
AT_CG	369	72.151915292306	77	1.06719273754623	419	5bp
AT_CG	588	86.1976183742463	92	1.06731487174694	420	5bp
AT_CG	246	75.7583544924145	81	1.06918900948555	421	5bp
AT_CG	255	64.5230325931754	69	1.06938557018937	422	5bp
AT_CG	590	82.236898314929	88	1.07007926859061	423	5bp
AT_CG	155	91.5650681457426	98	1.07027714809336	424	5bp
AT_CG	130	87.8220725237493	94	1.07034595402631	425	5bp
AT_CG	573	70.9399990718479	76	1.07132789673464	426	5bp
AT_CG	519	84.9305992245807	91	1.07146306314606	427	5bp
AT_CG	199	70.9129138165897	76	1.07173709144949	428	5bp
AT_CG	128	77.3503246541323	83	1.07304009868258	429	5bp
AT_CG	89	88.3520728124283	95	1.07524359051185	430	5bp
AT_CG	94	90.1816828971541	97	1.07560645226173	431	5bp
AT_CG	27	60.405885834201	65	1.07605408152458	432	5bp
AT_CG	210	85.4678235632121	92	1.07642848693762	433	5bp
AT_CG	502	72.4352647861872	78	1.0768235641885	434	5bp
AT_CG	249	73.3189380212607	79	1.07748423711609	435	5bp
AT_CG	320	61.1731999987359	66	1.07890383372725	436	5bp
